question,options,correct_letter,original_letter,original_correct,word_perturbed_question,word_letter,word_perturbed_correct,char_perturbed_question,char_letter,char_perturbed_correct,clare_perturbed_question,clare_letter,clare_perturbed_correct,perturbation_pct
The current bar clasp design used is:,"['Mesio-occlusal rest', 'Disto-occlusal rest', 'Mesial or distal depending on the situation', 'Choice of the dentist']",A,A,1,The flow blockade clutch blueprint secondhand is:,D,0,Tle currmnt ba claspp desing qsed is:,A,1,The current bar clasp design layout is:,A,1,90
A term gestation newborn developed respiratory distress. Which of the following would favour Respiratory distress syndrome (HIVID) ?,"['History of receiving antenatal corticosteroids', 'Air bronchogram on chest x–ray', 'Onset of distress after 6 hours of birth', 'Term birth']",B,B,1,a terminus pregnancy neonate evolve respiratory distraint. Which of the adopt would privilege respiratory straiten syndrome (HIVID) ?,C,0,A erm gestatiom newbon deveoped urespiratory dSstress. Whicq of the follojwing ould yavour Resxpiratory distrRss syndome (IHVID) ?,B,1,A term gestation newborn has developed respiratory distress. Which of the following would favour Respiratory distress syndrome (HIVID) ?,B,1,90
Which of the following disorder of mother leads to microcephaly in baby –a)  SLEb)  Hepatitis A c) Phenylketonuriad)  Rubella,"['ab', 'cd', 'bd', 'ac']",B,B,1,Which of the next disarray of generate run to microcephalus in babe –a)  SLEb)  hepatitis adenine carbon) Phenylketonuriad)  rubella,B,1,Whch of the followng disoder of mothe leas to microcephalzy in bLaby –a)  SLEk)  Heoatitis A c) henylketonuriad)  Rbuella,A,0,Which of the following disorder of diabetic mother leads to microcephaly in baby –a)  SLEb)  Hepatitis A c) Phenylketonuriad)  Rubella,B,1,90
A young patient has been admitted with A and had massive hemorrhage. He needs to be transfused with large amounts of fluids. Which IV cannula is preferred?,"['Grey', 'Green', 'Blue', 'Pink']",B,B,1,adenine Young patient has been allow with angstrom and had monumental haemorrhage. he involve to be cup with boastfully amount of fluid. Which quaternion cannula is favourite?,C,0,A youang patent has been amditted with A and had massiev hemorrage. HHe neds to be traDnsfused with larOge amouxts of fluid. Whih I coannula is prefered?,A,0,A young patient has been admitted with A and had massive hemorrhage. He generally needs to be transfused with large amounts of fluids. Which IV cannula is preferred?,B,1,90
Centrineuraxial (spinaland epidural) anaesthesia is not contraindicated in,"['Platelets <80,000', 'Patient on aspirin', 'Patient on oral anticoagulants', 'Raised intracranial pressure']",B,B,1,Centrineuraxial (spinaland extradural) anesthesia is not contraindicate in,B,1,CenZrineuraxial (spnialand epiduarl) anaesthesai is not contraindicate in,B,1,Centrineuraxial (spinaland epidural) duct is not contraindicated in,B,1,90
In a patient of heart disease antibiotic prophylaxis for dental extraction is:,"['Amoxicillin.', 'Imipenem.', 'Gentamicin.', 'Erythromycin.']",A,A,1,inch a patient of sum disease antibiotic prophylaxis for alveolar origin is:,A,1,I a paWient of heTart diseae antibiogic prophyalxis for dntal extrcation is:,A,1,In a confirmed patient of heart disease antibiotic prophylaxis for dental extraction is:,A,1,90
Urine analysis of a patient with hematuria and hypercalciuria is most likely to reveal;,"['Isomorphic RBCs', 'RBC casts', 'Nephrotic range proteinuria', 'Eosinophiluria']",A,A,1,piddle psychoanalysis of a patient with haematuria and hypercalcinuria is most belike to discover;,B,0,Uirne abalysis of a jpatient with henmaturia and hypercaciuria is most likeyl to reaeal;,D,0,Urine analysis of a tumor with hematuria and hypercalciuria is most likely to reveal;,A,1,90
Which Hodgkin’s disease is associated with best prognosis?,"['Lymphocytic predominance', 'Lymphocyte depletion', 'Mixed cellularity', 'Nodular sclerosis']",A,A,1,Which Hodgkin’s disease is affiliate with advantageously prospect?,A,1,lhich HodgkFin’s disaese is associatd with ebst prognsois?,A,1,Which Hodgkin’s disease is associated best with best prognosis?,A,1,90
"Child has received full rabies vaccination in December 2018 and now presented with oozing wound on great toe and the pet had vaccination also, what would you do now?","['No vaccine', '2 doses of vaccine on day 0 and 3', 'Full 5 doses of vaccines', 'Rabies Ig and full vaccination']",B,B,1,"nestling has standard good hydrophobia inoculation in Dec 2018 and now award with exude meander on neat toenail and the favourite had inoculation besides, what would you do now?",D,0,"Chilqd has yreceived Tull rrbies vacKination in Devcember 201 and now presente with Soozing wounp on rgeat teo and the peH had saccination hlso, what woudl you do now?",D,0,"Child has successfully received full rabies vaccination in December 2018 and now presented with oozing wound on great brow and the pet had vaccination also, what would you do now?",B,1,90
Which of the following markers is not used in quadruple test for antenatal detection of Down syndrome?,"['AFP', 'ss-hCG', 'Estradiol', 'Inhibin']",C,D,0,Which of the comply mark is not ill-used in quartet examination for prenatal sensing of gloomy syndrome?,D,0,hWich of the fllowing makrers is not usd in quadrNple tesh for anteatal deteection of own syndaome?,D,0,Which of the following markers is not used in quadruple test for independent detection of Down syndrome?,D,0,90
Which of the following is inclusion of cytoplasm?,"['Endoplasmic reticulum', 'Ribosome', 'Golgi body', 'Glycogen']",D,D,1,Which of the postdate is comprehension of cytol?,A,0,Whihc of the followiYg is incluuion of cytopalsm?,B,0,Which of the four is inclusion of cytoplasm?,D,1,90
Which of the following is not a risk factor for malignancy,"['DNA aneuploidy', 'Male gender', 'Invasive candidiasis', 'Leukoplakia in non smokers']",B,C,0,Which of the succeed is not a endangerment component for malignity,C,0,UWhich of the folloing is not a risJk factvor for malignancq,C,0,Which of the following types is not a risk factor for malignancy,C,0,90
A breast fed child presents with hypernatremia (Serum sodium > 170m Eq/L). His urine sodium is 70 mEq/L. Which of the following is the most likely cause –,"['Diabetes insipidus', 'Acute necrosis', 'Severe dehydration', 'Excessive intake of sodium']",D,D,1,axerophthol titty give minor pose with hypernatremia (serum Na > 170m eq/lambert). His water Na is lxx meq/l. Which of the watch is the most potential drive –,B,0,A berast efd chiZd pXresents with hyernatremia (erum osdium > 170D qE/L). HNis ruine sdoium is 7o0 mqE/L. Whihc of the foplowing is the most likelQ cuase –,D,1,A breast fed child presents with hypernatremia (Serum sodium > 170m Eq/L). His mean urine sodium is 70 mEq/L. Which of the following is the most likely cause –,D,1,90
Fill the missing data in the common risk factor approach diagram.,"['Diet and smoking', 'Smoking and disease', 'Smoking and prevention', 'Prevention and diet']",A,A,1,occupy the drop datum in the rough-cut hazard divisor overture plot.,B,0,FilL the missTng dWta in the comon Zisk faetor aproach diagrKm.,D,0,Fill the missing data in the common risk factor approach funnel diagram.,B,0,90
Brachycephaly is due to fusion of –,"['Parietal suture', 'Sagittal suture', 'Lambdoid suture', 'Coronal suture']",D,D,1,brachycephalism is ascribable to coalition of –,B,0,Brachcyephaly is dYue to fAsion of –,B,0,Brachycephaly is contracted due to fusion of –,D,1,90
"Tendon of Gracilis, Sartorius and semitendenous muscles insert on tibia to form Pesanserinus. Similar structure is seen in","['TMJ', 'Parotid', 'Submandibular gland', 'Cheek']",B,A,0,"tendon of Gracilis, sartorius and semitendenous brawniness inclose on shin to contour Pesanserinus. similar construction is visualise in",B,1,"Tendn of Gaacilis, SaAtorius and semitendenovs musyles inert on tiia to fomr Pesansernius. SimilGar stucture is sAen in",A,0,"structure of Gracilis, Sartorius and semitendenous muscles insert on tibia to form Pesanserinus. Similar structure is seen in",A,0,90
Suprasellar cystic mass in children is –,"['Medulloblastoma', 'Craniopharyngioma', 'Meningioma', 'Secondaries']",B,B,1,Suprasellar cystic bulk in shaver is –,B,1,Suprasellr cysic mss in hildren is –,B,1,Suprasellar cystic mass in US children is –,B,1,90
The drug which gives orange colour to the urine is:,"['Rifampicin', 'Ethambutol', 'INH', 'Streptomycin']",A,A,1,The dose which grant orangish emblazon to the pee is:,A,1,Teh Pdrug which gies orandge cozour to the ruine is:,A,1,The drug which eventually gives orange colour to the urine is:,A,1,90
Highest level of evidence is seen in:,"['Case control studies', 'Meta-analysis', 'Cohort studies', 'Systematic review']",B,B,1,gamey charge of prove is escort in:,A,0,Highepst ylevel of eCvidence is xeen in:,B,1,minimal level of evidence is seen in:,A,0,90
Most common route for metastasis of oral cancer is by:,"['Direct extension', 'Lymphatics', 'Blood vessels', 'Aspiration of tumor cells']",B,B,1,about park road for metastasis of viva Crab is by:,B,1,Msot commjon rmute for meteastasis of ral ancer is by:,B,1,Most common route for metastasis of recurrent oral cancer is by:,B,1,90
Excision of the submandibular gland for calculus or tumours is done by incision below angle of the jaw. Special care should be taken to avoid which nerve?,"['Ansa cervicalis', 'Mandibular branch of facial nerve', 'Posterior auricular nerve', 'Submandibular ganglion']",B,B,1,extirpation of the submandibular secreter for tartar or neoplasm is make by slit below lean of the scold. extra worry should be interpreted to annul which spunk?,B,1,Excmsion of the submandibuplar galnd for calrulus or tuEours is one by incisvon below anglEe of the jHaw. MSpecial crae should be taOen to avNoid which nrve?,B,1,Excision of the throat gland for calculus or tumours is done by incision below angle of from the jaw. Special care should be taken to avoid which nerve?,B,1,90
A 8-years-old patient comes to you with malocclusion what will be your line of treatment:,"['Wait and watch till canine erupts', 'Extraction a and orthodontic treatment', 'Serial extraction', 'Immediate intervention with removal appliance']",A,A,1,ampere 8-years-old patient get to you with malocclusion what will be your melody of handling:,A,1,A 8-yearso-ld aptient coems to you with maloocclusion what will be your liRe of treatOent:,A,1,A 8-years-old patient comes to you with malocclusion what will improve line of treatment:,A,1,90
Occluded submandibular salivary duct can be best observed by,"['Palpation', 'Sialography', 'Occlusal X-ray', 'Thermography']",B,B,1,occlude submandibular salivary channel can be dependable maintain by,A,0,Ocoluded submaQndibular salivaary dcut can be est obsevred by,B,1,Occluded submandibular salivary duct can be potentially best observed by,B,1,90
In pregnancy cardiac output increases 30 to 40% during?,"['20th week of pregnancy', '22 weeks of pregnancy', '24 weeks of pregnancy', '28 weeks of gestation']",D,D,1,inch maternity cardiac turnout addition xxx to forty% during?,D,1,Ixn pregnnacy acrdiac otuput Rncreases 03 to M0% during?,D,1,In pregnancy cardiac output increases only 30 to 40% during?,D,1,90
What is the angle subtended by the largest letter in the Snellen cha on a person's eye who is reading it from a distance of 6 meters?,"['1 minute', '10 minutes', '50 minutes', '60 minutes']",C,A,0,What is the weight subtend by the prominent missive in the Snellen cha on a person's heart who is interpret it from a outstrip of six measure?,A,0,WhEt is the anglK sbtended by the largst lefter in the Sneleln chta on a persno's yee who is readiGg it from a distaUnce of 6 Yeters?,C,1,What is the angle subtended differently by the largest letter in the Snellen cha on a person's eye who is reading it from a distance of 6 meters?,A,0,90
"In a skeletal Class III, the value of ANB will be:","['-10', '2', '4', '6']",A,A,1,"Indiana a emaciated family trey, the measure of ANB will be:",A,1,"nI a skeleatl lass IyI, the valud of AZNB will be:",A,1,"In a skeletal Base Class III, the value of ANB will be:",A,1,90
"Injury to which of the following deep pa of perinea! body causes cystocele, enterocele and urethral descent?","['Pubococcygeus', 'Ischiocavernosus', 'Bulbospongiosus', 'Sphincter of urethra and anus']",A,A,1,"harm to which of the follow bass daddy of perineum! personify crusade colpocystocele, enterocele and urethral parentage?",A,1,"InjCry to which of the followign deip ap of perinae! bodvy cases cystoceFe, enteroele and uethral kdescent?",A,1,"Injury to which of the following deep abdominal pa of perinea! body causes cystocele, enterocele and urethral descent?",A,1,90
"10-year-old boy visits dentist with complicated crown fracture with abscess formation in 12. X-ray reveals radiolucency in relation to 11, 12. 12 is having immature  blunderbuss canal while 11 has complete root formation, vitality of 11, 21 is negative. What would be the management of this patient?","['Apexification of 12 and RCT of 11', 'Revascularization in 12 and RCT of 11', 'RCT of 12 and 11', 'Extraction of 12 and RCT in 11']",B,B,1,"10-year-old son visit dentist with elaborate pennant break with abscess shaping in XII. roentgenogram unveil radiolucency in telling to eleven, dozen. xii is having unripened  blunderbuss canalise while eleven has consummate settle establishment, vim of XI, xxi is disconfirming. What would be the direction of this patient?",B,1,"10-year-obd bpoy viYits dentit with Tomplicated cEown frfacture with abscss fomation in 2. X-rfy eveals radoilucency in relaion to r1, h12. o12 is having imvature  bluderbuss cajal while 1 has complAete Hoot formatdion, vHitality of 1, 12 is negstive. WhaXt woAld be the managemfent of this patiet?",B,1,"10-year-old deaf boy in dentist with complicated crown fracture with abscess formation in 12. X-ray procedure reveals radiolucency in relation to 11, 12. 12 is having immature  blunderbuss canal while 11 has complete root formation, vitality of 11, 21 is negative. What would be the management of this patient?",B,1,90
Hypercementosis of whole dentition is seen in,"['Hypophosphatasia', 'Achondroplasia', 'Pagets disease', 'Fibrous dysplasia polyostotic type']",C,C,1,Hypercementosis of unscathed teething is encounter in,A,0,Hypecrementosis of owhole dgentition is sren in,D,0,Hypercementosis of whole dentition is still seen in,C,1,90
Which of the following structures is not of ectodermal origin:,"['Hunter-schreger bands', 'Enamel spindles', 'Enamel tufts', 'Enamel lamellae']",B,D,0,Which of the be construction is not of ectodermic parentage:,A,0,Wqich of the fllowing tructures is not of ecodermal oirgin:,D,0,shape of the following structures is not of ectodermal origin:,A,0,90
The term poikilokaryosis refers to,"['Alteration of nuclear cytoplasmic ratio', 'Division of nuclei without division of cytoplasm', 'Large, prominent nuclei', 'Loss of polarity and disorientation of cells']",B,B,1,The condition poikilokaryosis relate to,B,1,JThe tem poikilokaryosiK refArs to,B,1,descriptive term poikilokaryosis refers to,B,1,90
The best finish line for anterior metal ceramic crown is,"['Chamfer with bevel', 'Heavy chamfer', 'Shoulder', 'Shoulder with bevel']",D,D,1,The good polish strain for prior metallic ceramic diadem is,A,0,Thge ebst fiinsh lien for aPnterior oetal Oeramic crcwn is,A,0,The best finish line for anterior metal bicycle crown is,D,1,90
Which of the following resembles caries in radiographs?,"['Zinc oxide eugenol', 'Zinc phosphate', 'GIC', 'Polymethyl methacnilate']",D,A,0,Which of the survey resemble cavity in shadowgraph?,A,0,Whihc of the folloiwng rwsembles Qcaries in radieographs?,A,0,Which of the following celebrity caries in radiographs?,A,0,90
The material used in its pure form in dentistry is:,"['Composite', 'Silver', 'Gold', 'Amalgam']",C,C,1,The fabric victimized in its virginal manakin in odontology is:,A,0,Thb matkrial useld in its puer ofrm in dntistry is:,D,0,The material used in its pure form in testing is:,B,0,90
"The effectiveness of condensing porcelain powder to
reduce shrinkage is determined by","['Shape and size of the particle', 'Thickness of the platinum matrix', 'Speed of increase of furnace heat', 'Using powder of same particle size']",A,A,1,"The strength of distil porcelain pulverize to
cut shoplifting is determine by",A,1,"hTe effectiveenss of condensinQ prcelain powdey to
educe rshrinkage is determiend by",A,1,"The effectiveness effects of condensing porcelain powder to
reduce shrinkage is determined by",A,1,90
Which of the following component acts as an accelerator in ZOE impression paste?,"['Zinc Sulphate & Zinc chloride', 'Zinc chloride & Eugenol', 'Zinc Sulphate & Eugenol', 'Glycerin']",A,A,1,Which of the trace part move as an throttle in ZOE printing spread?,B,0,WhicT of the folMlowing cMomponent aPcts as an acceleratr in vOE impressoin jaste?,B,0,Which of the following component acts as an accelerator in calculating impression paste?,A,1,90
"SD plasma destroys lipid enveloped virus. On SD plasma transfusion, which of the following infection is the likely possibility?","['HIV', 'HAV', 'HBV', 'HCV']",B,C,0,"SD plasm destroy lipoid envelop virus. along SD plasm transfusion, which of the followers contagion is the probably possibleness?",C,0,"KD palsma debstroys wipid envelopeEd vikrus. nO MD plVasma transfsuion, which of the uollowing infectino is the lkiely possibiliyt?",B,1,"SD plasma destroys lipid enveloped virus. On SD plasma transfusion, which of the following experiments is the likely possibility?",B,1,90
Which TCA intermediate is used in haem synthesis:,"['Fumarate', 'Alpha keto gluterate', 'Malate', 'Succinyl CoA']",D,D,1,Which TCA intercede is exploited in hematin deduction:,C,0,hich TAC interemdiate is useK in ham synthesds:,B,0,Which organic TCA intermediate is used in haem synthesis:,D,1,90
"A patient of hypeension on Metoprolol, Verapamil was given. This is will result in?","['Atrial fibrillation', 'Bradycardia with AV Block', 'Torsades De pointes', 'Tachycardia']",B,B,1,"ampere patient of hypeension on Lopressor, Calan was generate. This is will ensue in?",B,1,"A patiknt of hypeenion on MetopFrolol, Verdpamil was giveP. his is will rNesult in?",B,1,"A typical patient of hypeension on Metoprolol, Verapamil was given. This is will result in?",B,1,90
"Which of the following is a common osseous lesion in
periodontitis is","['Exostosis', 'crater', 'buttressing bone', 'hemiseptum']",B,B,1,"Which of the come is a green bony wound in
periodontitis is",B,1,"Wich of the flolowing is a coRmmon rsseous esion in
periodonttiis is",B,1,"Which of the following is a common urinary lesion in
periodontitis is",B,1,90
Migratory motor complexes in the gut reappear after intervals of:,"['60 minutes', '90 minutes', '120 minutes', '150 minutes']",B,B,1,migrant drive complex in the intestine re-emerge after interval of:,C,0,Mirgatory mDotor comNplexes in the guE reapear after intelvals of:,C,0,Migratory motor complexes in the gut reappear after intervals aturation of:,B,1,90
Which of the following movement(s) is /are involved in the opening of the mouth?,"['Only hinge (rotation)', 'Only translation', 'Hinge followed by translation', 'Translation followed by hinge']",C,C,1,Which of the espouse motility(s) is /are convoluted in the open of the speak?,C,1,Wihch of the ofllowing ovement(s) is /are involvRed in the openiBg of the mouht?,C,1,Which of all the following movement(s) is /are involved in the opening of the mouth?,C,1,90
A 6-month child presented with diarrhea and vomiting for three days. Which of the following enterotoxin is most likely responsible for the condition?,"['NSP4', 'NSP6', 'VP3', 'VP7']",A,A,1,adenine 6-month tike exhibit with looseness and chuck for ternion day. Which of the follow enterotoxin is most probably creditworthy for the stipulation?,A,1,A 6-monh chilId presente with diarhea and vomitino for htree dasy. Whith of the folloing enterctoxin is most likelEy responsiEble for the conditikon?,A,1,A 6-month worker struggled with diarrhea and vomiting for three days. Which of the following enterotoxin is most likely responsible for the condition?,A,1,90
Which of the following is considered as high risk infant?,"['Working mother', 'Antenatal preeclampsia', 'Third child', 'Twins']",A,A,1,Which of the chase is consider as gamey adventure baby?,C,0,Whch of the fOllowing is qconsidered as hihg riNk infFant?,D,0,Which of the following categories is considered as high risk infant?,A,1,90
The wave ' V ' in BERA represents activity in which of the following ?,"['Lateral lemniscus', 'Superior olivary complex', 'Cochlear nerve', 'Cochlear nucleus']",A,C,0,The flap ' quint ' in BERA interpret action in which of the watch ?,A,1,he wUave ' V ' in BEAR reprsents cativity in which of the flolowing ?,B,0,The wave ' V ' in BERA represents everything in which of the following ?,A,1,90
Child presents with hypotonia and seizures. It was confirmed to be zellweger syndrome. Which of the following accumulates in brain?,"['Glucose', 'Lactic acid', 'Long chain fatty acid', 'Triglycerides']",C,C,1,tiddler stage with hypotonus and capture. IT was corroborate to be zellweger syndrome. Which of the pursue collect in head?,C,1,Chlid pFresents with hpyotonia and seizuEes. eIt was cnofirmed to be zellwger snydrome. Wlhich of the folowing accuwulates in barin?,C,1,Child presents with hypotonia and seizures. It was confirmed to be zellweger syndrome. Which of the following features accumulates in brain?,C,1,90
Postherpetic neuralgia is defined as pain lasting beyond how many weeks?,"['1 week', '2 weeks', '3 weeks', '4 weeks']",D,D,1,Postherpetic neuralgy is define as bother live beyond how many week?,B,0,Posthrepetic neurlagia is tefined as Oain lsating eyond how mayn weks?,B,0,Postherpetic neuralgia is defined as pain lasting beyond how most many weeks?,D,1,90
Which of the following is the most commonly used drug for management of community acquired pneumonia?,"['Vancomycin', 'Ceftriaxone', 'Azithromycin', 'Streptomycin']",C,C,1,Which of the followers is the most normally secondhand dose for direction of community grow pneumonia?,C,1,hWich of the ofllowing is the most commonlNy usem rdug for mnagement of comunity acquirced peumonia?,C,1,Which of the following therapies is the most commonly used drug for management of community acquired pneumonia?,C,1,90
What would be the ideal management of a woman with infeilty who is detected to have bilateral cornual block on hysterosalpingography?,"['Tuboplasty', 'In-vitro feilization', 'Hydrotubation', 'Hysteroscopy and laparoscopy']",D,D,1,What would be the nonpareil direction of a charwoman with infeilty who is find to have isobilateral cornual immobilize on hysterosalpingography?,D,1,Whta owuld be the ideXal managLement of a womag with infelty who is detecited to have bilamteral cronual bloTck on hysterosalpingogrpahy?,D,1,What would be the ideal management of a man with infeilty who is detected to have bilateral cornual block on vision?,D,1,90
What is the use of the given instrument:,"['To hold bone and plate', 'To hold bone fragments with traction', 'To cut the bone', 'For creating a gap in wound']",A,A,1,What is the habituate of the contribute tool:,A,1,hWat is the sue of the geven iQstrument:,A,1,What is the nature of the given instrument:,A,1,90
"For primary herpes simplex, the diagnosis is made by which gene","['Culture with giernsa stain', 'Culture with wright strain', 'Routine cytology', 'Flourescent stain for cytology']",D,D,1,"For chief herpes simplex, the diagnosing is urinate by which cistron",A,0,"rFor primayr hepes simplx, the dixgnosis is mmade by which gmene",D,1,"For primary herpes simplex, the diagnosis is made by establishing which gene",D,1,90
A 27-year-old female presented to OPD of infeility clinic. She was prescribed bromocriptine. What could be the possible reason?,"['Hyperprolactinemia', 'Polycystic ovarian disease', 'Hypogonadotropic hypogonadism', 'Pelvic inflammatory disease']",A,A,1,adenine 27-year-old distaff exhibit to OPD of infeility clinic. She was positive bromocriptine. What could be the potential grounds?,A,1,A 27-yIear-old femaye presenteBd to OGPD of enfeility cliic. Seh was prescribd broomcriptine. WhBt cojuld be the possiblDe erason?,A,1,A 27-year-old female presented him to OPD of infeility clinic. She was prescribed bromocriptine. What could be the possible reason?,A,1,90
In which of the following heart diseases maternal mortality is found to be highest ?,"[""Eisenmenger's complex"", 'Coarctation of aorta', 'Mitral stenosis', 'Aortic stenosis']",A,A,1,inwards which of the undermentioned fondness disease parental deathrate is detect to be eminent ?,A,1,IS which of the flolowing haert diseaess maernal mortalitl is fhund to be highesbt ?,C,0,In which of the following heart muscle diseases maternal mortality is found to be highest ?,A,1,90
Which of the following is the most useful parameter according to WHO in assessing adequacy of sperms for feilization?,"['Spermatocyte count', 'Spermatocyte motility', 'Semen volume', 'Spermatocyte morphology']",D,D,1,Which of the next is the most utile argument concord to WHO in valuate sufficiency of spermatozoon for feilization?,A,0,hWich of the follownig is the most uleful pauameter accrding to WHqO in sasessing adeqVacy of sperm for feilizatin?,B,0,Which of the following is the most useful parameter according to WHO in carefully assessing adequacy of sperms for feilization?,D,1,90
"A male child presented with coarse facies, protuberant abdomen , frontal head enlargement, thickening of cardiac valve, hepatosplenomegaly, hearing impairement. What is the most probable diagnosis?","[""Hurler's disease"", ""Hunter's disease"", 'Fragile X syndrome', ""Tay Sach's disease""]",B,B,1,"a Male baby confront with rough-cut facies, bulgy venter , head-on psyche magnification, thickener of cardiac valve, hepatosplenomegaly, listen impairement. What is the most likely diagnosing?",B,1,"A mae cild presentde with coarKe fcies, protubAerant bdomen , frontUal ehad enlarement, thickJning of cardKiac valvB, hepatoslpenomegaly, hearLing igmpairement. Wat is the most probablg dianosis?",B,1,"A male child presented with coarse facies, protuberant abdomen , frontal head tube enlargement, thickening of cardiac valve, hepatosplenomegaly, hearing impairement. What is the most probable diagnosis?",B,1,90
In dental composite 75 % by weight filler is approximately what % volume of filler?,"['85', '90', '60', '50']",D,C,0,Indiana alveolar complex seventy-five % by weightiness makeweight is around what % bulk of makeweight?,C,0,un dentNl compsoite T75 % by weiLht fillemr is approximntely what % voluye of fillHr?,B,0,In dental composite 75 % by weight filler is also what % volume of filler?,C,0,90
Etching of dentin does not include:,"['Removal of smear layer', 'Exposure of collagen fibres', 'Opening of dentinal tubules', 'Increases surface energy']",D,D,1,etching of dentine does not admit:,A,0,EtcZing of denti does not inqlude:,B,0,mention of dentin does not include:,D,1,90
In case of Fracture of mandible; alveolar border experiences which force,"['Tension', 'Compression', 'Torsion', 'Rotation']",A,A,1,Indiana eccentric of crack of submaxilla; dental abut live which strength,A,1,nI ase of Fractur of mTandible; alveoSlar borver expeirences which foTrce,A,1,In case of Fracture of mandible; alveolar cross border experiences which force,A,1,90
Father of statistics,"['John Snow', 'John Graunt', 'MacMahon', 'John M. Last']",B,B,1,engender of statistic,B,1,Fathr of sDatistics,B,1,Database of statistics,B,1,90
"What is the advantage of chromic gut over plain
gut suture in deep wounds?","['Greater strength', 'Greater ease of use', 'Delayed resorption', 'Less tissue irritation']",C,C,1,"What is the vantage of chromic catgut over plainly
catgut sutura in inscrutable wound?",C,1,"Waht is the advatnage of cromic ugt over plNain
ugt sutucre in edep wounQds?",D,0,"What is the advantage of chromic gut formation over plain
gut suture in deep wounds?",C,1,90
Haglund's deformity is seen in which joint?,"['Elbow', 'Wrist', 'Knee', 'Ankle']",D,D,1,Haglund's malformation is picture in which articulate?,D,1,HaTglund's deofrmity is steen in which Hoint?,B,0,Haglund's deformity is partially seen in which joint?,D,1,90
"A non-painful, slowly enlarging benign neoplasm appears as a submucosaL lu nip and exhibits pseudoepitheliomatous hyperplasia in the overlying epithelium, is most probably:","['Fibroma', 'Rhabdomyoma', 'Granular cell tumour', 'Papilloma']",C,C,1,"amp non-painful, slow enlarge benignant tumor appear as a submucosaL lutecium piquantness and present pseudoepitheliomatous hyperplasia in the superimposed epithelium, is most belike:",C,1,"A nonW-painful, slwoly enlrging benihn neoplaXm appeasr as a submucbosaL ul npi and exhibdits pseudoepithliomatous hyperpasia in the overlyinCg epithelum, is most pDrobably:",C,1,"A non-painful, slowly enlarging benign neoplasm appears as a submucosaL oral nip and exhibits pseudoepitheliomatous hyperplasia in the dorsal overlying epithelium, is most probably:",C,1,90
"White flecks yellow or brown spots on surface of teeth covering, giving papery white appearance","['Mottled enamel', 'Incipient caries', 'Dental stains', 'Smooth caries']",A,A,1,"whitened fleck chickenhearted or browned office on rise of tooth handle, hand paperlike ashen show",A,1,"hWite flcks yellRow or borwn sopts on sruface of teeh ncovering, givMng apery Qwhite apeparance",A,1,"White flecks yellow or brown dot on surface of teeth covering, giving papery white appearance",A,1,90
Which of the following intravenous anesthetic agents is contraindicated in epileptic patients posted for general anaesthesia,"['Ketamine', 'Thiopentone', 'Propofol', 'Midazolam']",A,A,1,Which of the follow endovenous anaesthetic agent is contraindicate in epileptic patient carry for ecumenical anesthesia,A,1,Whihc of the followng intKravenous aensthetic agent is Mcontraindicated in eplieptic pabtients postEed for gecneral anaestheia,A,1,Which of the opioids following intravenous anesthetic agents is contraindicated in epileptic patients posted for general anaesthesia,A,1,90
"1,1,1,1 Tetra-floroethylene is applied during cold test testing with?","['# 4 Cotton pellet', '# 2 Cotton pellet', '# 6 Cotton pellet', '# 8 Cotton pellet']",B,B,1,"i,I,single,single Tetra-floroethylene is enforce during coldness tryout test with?",B,1,"1,1,1,1 Tetra-floroethlene is applide during ocld tset tseting with?",B,1,"1,1,1,1 Tetra-floroethylene is applied during cold exercise with?",B,1,90
"In which one of the following mixed dentition analysis of deciduous dentition, there is no use of radiographs?","[""Carey's analysis"", ""Moyer's analysis"", ""Nance Carey's analysis"", ""Pont's index""]",B,A,0,"inward which unrivalled of the espouse blend odontiasis psychoanalysis of deciduous odontiasis, there is no employment of skiagraph?",A,0,"nI which nne of the fololwing Qixed dQntition alalysis of decpiduous dentyition, there is no luse of rddiographs?",C,0,"In which one of the following mixed dentition analysis of deciduous dentition, there is no reliable use of radiographs?",D,0,90
Organic component of bone comprises of:,"['35% collagen', '35% noncollagenous protein', '65% noncollagenous protein', '90% collagen protein']",D,A,0,constitutive portion of drum consist of:,C,0,Orgnic compnoent of wbone comprcses of:,C,0,Organic component of skeletal bone comprises of:,A,0,90
Insufficient closure of the flasks during packing of denture base resin can result in:,"['Poor colour stability', 'Less polymerization shrinkage', 'Increase in vertical dimension', 'Decrease in vertical dimension']",C,C,1,insufficient cloture of the flask during boxing of plate stem rosin can leave in:,C,1,Insufficietn lcosure of the flaszks during lacking of dentre baes ersin can esult in:,C,1,Insufficient closure of the flasks during packing of silicone base resin can result in:,C,1,90
